Edad,Fecha de nacimiento,Sexo,Lugar de residencia,Composición del hogar,Grado de consanguinidad,Número de personas con quienes vive,Profesión de los padres,Nivel escolar,Rendimiento académico promedio,Antecedentes de maltrato familiar o escolar,Participa en actividades extracurriculares,Usa redes sociales activamente,Contactó de forma inapropiada en redes,Involucrado en otros incidentes de agresión,Conocía a la víctima,Antecedentes penales o disciplinarios,Trastorno psicológico o adicción,Atención psicológica previa,Se siente arrepentido,Reconoce que su comportamiento fue incorrecto,Premeditado o impulsivo,Violencia física o amenazas,Actuó solo o con otras personas,Edad inicio consumo pornográfico,Contenido violento o explícito en material
7,2019-03-04,Masculino,Port Christopherton,Extendida,Otros familiares,3,Profesional,Primaria,3,No,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,Premeditado,No,Solo,13,No
5,2022-09-12,Otro,Jessicaville,Nuclear,Abuelos,2,Profesional,Técnico,6,No,Sí,No,No,Sí,Sí,No,No,No,No,No,Premeditado,No,Con otras personas,8,Sí
8,2012-05-14,Femenino,South Cameron,Nuclear,Abuelos,5,Profesor,Secundaria,8,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Impulsivo,Sí,Con otras personas,10,No
2,2023-09-29,Masculino,Lake Charlesport,Monoparental,Tios,4,Empresario,Técnico,2,Sí,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Impulsivo,No,Con otras personas,6,No
4,2011-09-11,Masculino,Williamtown,Monoparental,Abuelos,7,Obrero,Universitario,9,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Premeditado,Sí,Solo,6,No
2,2019-06-13,Otro,South Christineton,Nuclear,Abuelos,2,Obrero,Primaria,6,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,Sí,Premeditado,Sí,Con otras personas,13,Sí
11,2014-05-11,Femenino,Cherylton,Nuclear,Abuelos,6,Obrero,Secundaria,8,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Premeditado,No,Solo,14,No
1,2013-08-16,Femenino,Thomasland,Nuclear,Abuelos,2,Profesor,Primaria,4,No,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,No,Impulsivo,No,Con otras personas,8,No
4,2015-03-05,Masculino,East Kelliville,Extendida,Tios,4,Profesor,Universitario,6,Sí,Sí,No,No,No,No,Sí,No,Sí,No,No,Impulsivo,Sí,Con otras personas,8,No
5,2019-01-09,Masculino,Hubbardland,Monoparental,Padres,4,Profesional,Universitario,2,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Sí,No,Impulsivo,No,Solo,7,Sí
15,2016-03-22,Femenino,Mitchellport,Monoparental,Tios,4,Empresario,Primaria,6,No,No,No,No,No,Sí,Sí,No,No,Sí,Sí,Premeditado,Sí,Solo,10,No
2,2017-08-20,Femenino,South Cody,Extendida,Otros familiares,6,Profesor,Primaria,3,Sí,Sí,No,No,No,Sí,Sí,No,No,No,Sí,Impulsivo,Sí,Solo,11,Sí
12,2015-04-28,Masculino,Josefurt,Extendida,Abuelos,5,Empresario,Primaria,8,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Impulsivo,No,Con otras personas,6,Sí
17,2015-08-25,Otro,Carrtown,Nuclear,Padres,7,Empleado público,Universitario,9,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,No,Premeditado,No,Solo,6,No
15,2015-05-15,Femenino,New Jessica,Nuclear,Padres,3,Obrero,Primaria,4,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,Premeditado,No,Solo,14,Sí
11,2011-09-08,Femenino,Burtonville,Monoparental,Abuelos,6,Empresario,Secundaria,7,No,No,No,Sí,Sí,Sí,No,No,Sí,No,Sí,Impulsivo,Sí,Con otras personas,10,Sí
7,2011-04-01,Masculino,East Kevin,Monoparental,Otros familiares,2,Empleado público,Primaria,6,No,Sí,Sí,No,Sí,No,No,No,No,No,Sí,Impulsivo,Sí,Solo,11,No
7,2006-10-02,Femenino,Emilyborough,Nuclear,Abuelos,3,Empleado público,Universitario,1,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,Impulsivo,No,Con otras personas,9,No
10,2013-05-25,Masculino,Port Stacy,Extendida,Otros familiares,7,Obrero,Técnico,9,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Impulsivo,Sí,Solo,6,Sí
2,2010-01-16,Femenino,Samanthaborough,Monoparental,Hermanos,6,Profesional,Secundaria,7,No,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Impulsivo,No,Con otras personas,14,Sí
5,2013-11-15,Otro,West Michael,Extendida,Abuelos,2,Profesional,Técnico,5,No,Sí,No,No,Sí,No,Sí,Sí,No,Sí,No,Impulsivo,No,Solo,12,Sí
3,2023-09-05,Otro,New April,Nuclear,Hermanos,6,Profesional,Secundaria,5,Sí,No,No,Sí,Sí,No,Sí,No,Sí,No,Sí,Premeditado,No,Con otras personas,8,No
4,2018-12-20,Otro,East Paula,Monoparental,Padres,3,Empleado público,Secundaria,8,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Premeditado,No,Solo,11,Sí
3,2018-11-17,Masculino,Port Johnny,Nuclear,Padres,2,Obrero,Primaria,9,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,No,Impulsivo,No,Con otras personas,6,Sí
7,2006-04-04,Otro,Christiantown,Extendida,Tios,3,Profesor,Secundaria,3,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Impulsivo,No,Con otras personas,8,No
16,2012-01-29,Otro,Jacobburgh,Extendida,Otros familiares,2,Profesor,Primaria,4,Sí,No,No,No,No,No,Sí,Sí,No,Sí,No,Impulsivo,Sí,Con otras personas,6,Sí
1,2023-01-08,Femenino,Millerbury,Monoparental,Padres,7,Empleado público,Secundaria,1,No,Sí,No,No,No,Sí,No,No,No,Sí,Sí,Impulsivo,Sí,Solo,9,Sí
12,2008-01-14,Femenino,Kevinburgh,Extendida,Hermanos,3,Obrero,Universitario,6,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,Premeditado,No,Solo,11,Sí
16,2021-04-17,Otro,Ericstad,Extendida,Padres,2,Empleado público,Secundaria,6,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,No,Impulsivo,Sí,Solo,10,Sí
1,2010-09-14,Masculino,Lake Shannon,Extendida,Padres,4,Desempleado,Técnico,8,No,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,Premeditado,No,Con otras personas,9,Sí
1,2006-04-20,Masculino,East Stevenchester,Extendida,Tios,3,Empleado público,Secundaria,1,No,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Premeditado,No,Solo,13,No
7,2007-08-03,Otro,Veronicaville,Monoparental,Abuelos,2,Obrero,Primaria,8,Sí,No,No,Sí,No,Sí,Sí,Sí,No,No,No,Impulsivo,Sí,Con otras personas,7,No
13,2020-07-09,Masculino,Myersview,Nuclear,Hermanos,4,Empresario,Primaria,2,Sí,No,Sí,No,Sí,Sí,No,No,No,Sí,No,Impulsivo,No,Con otras personas,14,No
16,2007-10-06,Femenino,New Gabrielafurt,Nuclear,Padres,7,Profesor,Primaria,6,No,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Premeditado,Sí,Solo,6,Sí
16,2012-01-16,Femenino,Lake Gloria,Extendida,Abuelos,1,Profesional,Primaria,6,No,No,No,Sí,No,No,No,Sí,No,No,Sí,Impulsivo,Sí,Solo,10,No
8,2020-11-27,Masculino,New Daniel,Extendida,Hermanos,6,Desempleado,Secundaria,2,Sí,No,No,No,No,Sí,No,No,Sí,No,Sí,Premeditado,Sí,Solo,11,Sí
3,2021-05-26,Otro,Dannyberg,Monoparental,Otros familiares,4,Profesional,Universitario,5,No,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Premeditado,Sí,Con otras personas,6,Sí
9,2021-10-15,Femenino,North Michaelville,Nuclear,Abuelos,2,Empleado público,Secundaria,8,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,Premeditado,No,Solo,6,No
11,2023-06-06,Masculino,Allenfort,Nuclear,Otros familiares,7,Desempleado,Técnico,2,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,Impulsivo,Sí,Solo,10,No
14,2010-07-13,Femenino,Brownchester,Extendida,Otros familiares,6,Empresario,Secundaria,1,Sí,No,No,Sí,Sí,No,Sí,No,No,No,Sí,Premeditado,Sí,Solo,8,No
10,2008-08-26,Femenino,East Sergioside,Extendida,Padres,4,Profesor,Primaria,6,Sí,No,Sí,No,No,No,No,No,Sí,No,Sí,Impulsivo,No,Solo,10,Sí
9,2012-02-01,Femenino,Lake Melindaland,Extendida,Padres,7,Obrero,Técnico,7,Sí,Sí,No,No,Sí,No,Sí,Sí,No,No,Sí,Impulsivo,No,Con otras personas,12,Sí
13,2023-03-26,Masculino,South Douglastown,Nuclear,Abuelos,6,Profesional,Universitario,5,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Premeditado,No,Solo,11,No
15,2021-04-19,Otro,North Benjamin,Extendida,Abuelos,7,Profesor,Primaria,3,No,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Impulsivo,No,Solo,6,Sí
1,2022-11-19,Otro,Deannaview,Monoparental,Tios,4,Obrero,Técnico,8,Sí,No,No,Sí,Sí,No,No,No,Sí,Sí,Sí,Premeditado,No,Solo,11,Sí
10,2008-08-11,Otro,Jenniferside,Extendida,Hermanos,2,Profesor,Universitario,2,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,Sí,Impulsivo,No,Solo,6,No
1,2006-02-16,Femenino,Matthewburgh,Monoparental,Abuelos,3,Profesor,Técnico,4,Sí,No,Sí,No,No,Sí,Sí,No,Sí,No,Sí,Premeditado,Sí,Solo,14,Sí
10,2008-07-07,Otro,Wolfview,Nuclear,Tios,5,Profesional,Primaria,3,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Impulsivo,No,Solo,11,Sí
4,2022-01-21,Otro,Kelleyfurt,Extendida,Padres,3,Profesional,Universitario,3,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,Impulsivo,No,Solo,14,No
8,2010-02-08,Femenino,Port Kristenhaven,Extendida,Tios,5,Desempleado,Secundaria,5,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Impulsivo,Sí,Con otras personas,8,No
2,2021-05-08,Masculino,Lake Julie,Extendida,Tios,2,Profesor,Primaria,9,No,No,Sí,No,Sí,No,No,No,Sí,No,No,Premeditado,No,Con otras personas,8,Sí
15,2007-04-06,Masculino,Weaverfort,Nuclear,Padres,4,Empresario,Universitario,5,No,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,No,Impulsivo,No,Solo,6,No
11,2018-10-20,Otro,Lake Kyle,Extendida,Otros familiares,6,Profesor,Universitario,7,Sí,Sí,No,No,Sí,No,Sí,No,No,Sí,Sí,Impulsivo,No,Solo,6,No
2,2010-10-16,Masculino,Jaredville,Extendida,Padres,4,Profesional,Técnico,1,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,Impulsivo,No,Solo,6,No
14,2016-07-28,Otro,Wardview,Extendida,Otros familiares,1,Obrero,Técnico,5,No,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,Impulsivo,No,Solo,6,No
8,2018-12-25,Otro,Yodermouth,Extendida,Hermanos,5,Desempleado,Universitario,9,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Impulsivo,Sí,Solo,7,No
2,2021-05-15,Otro,New Amandafurt,Extendida,Otros familiares,6,Profesional,Primaria,7,Sí,No,No,No,No,No,No,No,No,No,Sí,Premeditado,Sí,Con otras personas,6,No
5,2019-01-09,Otro,North Heatherton,Nuclear,Padres,6,Profesional,Universitario,8,No,Sí,No,No,Sí,No,Sí,No,Sí,No,Sí,Impulsivo,Sí,Con otras personas,11,Sí
4,2017-02-10,Masculino,South Charlene,Nuclear,Otros familiares,6,Empresario,Técnico,1,No,Sí,No,No,Sí,Sí,No,No,Sí,Sí,No,Impulsivo,Sí,Solo,7,No
14,2011-05-23,Femenino,West Victoria,Extendida,Abuelos,4,Obrero,Universitario,8,Sí,No,No,No,No,No,No,Sí,No,No,Sí,Premeditado,Sí,Solo,8,No
12,2008-05-11,Otro,Snyderchester,Monoparental,Otros familiares,7,Empleado público,Secundaria,3,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Premeditado,No,Solo,13,No
8,2013-05-15,Masculino,Colemanshire,Extendida,Padres,4,Empresario,Secundaria,6,Sí,No,Sí,Sí,No,No,Sí,Sí,No,No,Sí,Premeditado,Sí,Con otras personas,10,No
6,2012-06-21,Masculino,Matthewhaven,Nuclear,Padres,3,Desempleado,Universitario,2,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,Impulsivo,No,Solo,7,Sí
1,2021-06-08,Masculino,Adamville,Extendida,Tios,6,Profesor,Técnico,1,No,Sí,No,No,No,No,No,No,No,Sí,Sí,Impulsivo,No,Con otras personas,6,No
17,2023-04-20,Femenino,West Sonya,Extendida,Hermanos,1,Empleado público,Secundaria,9,Sí,No,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Premeditado,No,Solo,7,Sí
3,2023-02-26,Otro,Ortiztown,Nuclear,Abuelos,6,Empleado público,Técnico,4,Sí,No,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Impulsivo,No,Con otras personas,9,Sí
7,2016-11-10,Femenino,East Kevin,Nuclear,Tios,7,Profesional,Primaria,9,No,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,No,Premeditado,No,Solo,6,Sí
10,2014-12-12,Masculino,Ryanport,Nuclear,Padres,2,Empleado público,Universitario,1,Sí,Sí,No,No,No,No,No,No,No,No,Sí,Premeditado,Sí,Con otras personas,9,No
5,2023-05-09,Otro,Barbarachester,Monoparental,Otros familiares,1,Desempleado,Universitario,1,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,Premeditado,Sí,Solo,9,Sí
10,2015-07-03,Otro,East Paulchester,Nuclear,Hermanos,6,Desempleado,Universitario,3,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,No,Sí,Impulsivo,Sí,Con otras personas,14,No
6,2011-08-17,Otro,New Annton,Extendida,Padres,2,Empleado público,Técnico,2,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Impulsivo,No,Solo,13,No
4,2008-09-18,Femenino,Jenniferport,Monoparental,Hermanos,7,Empresario,Secundaria,1,No,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,Premeditado,Sí,Solo,14,No
12,2021-10-03,Femenino,Lake Allisonside,Nuclear,Hermanos,6,Desempleado,Primaria,3,No,No,No,No,No,Sí,No,No,Sí,Sí,No,Premeditado,Sí,Con otras personas,11,No
17,2014-03-12,Femenino,Port Albert,Nuclear,Hermanos,6,Empresario,Primaria,1,No,Sí,No,No,No,No,Sí,No,Sí,No,Sí,Impulsivo,Sí,Con otras personas,7,No
11,2018-08-31,Femenino,Kimberlymouth,Nuclear,Tios,7,Empleado público,Técnico,7,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Premeditado,Sí,Con otras personas,13,No
4,2006-06-20,Masculino,Harrischester,Extendida,Abuelos,3,Empleado público,Secundaria,4,No,Sí,Sí,No,No,No,Sí,Sí,Sí,No,Sí,Impulsivo,Sí,Con otras personas,10,No
15,2016-08-16,Masculino,Port Karen,Extendida,Tios,5,Profesor,Técnico,6,No,No,No,No,Sí,Sí,Sí,No,Sí,No,Sí,Impulsivo,No,Con otras personas,13,Sí
9,2011-04-23,Femenino,Hannahborough,Extendida,Tios,5,Profesor,Universitario,9,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,Impulsivo,Sí,Solo,13,Sí
7,2016-07-31,Otro,Joneston,Monoparental,Otros familiares,1,Obrero,Técnico,1,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,No,Impulsivo,No,Con otras personas,11,Sí
16,2009-01-31,Femenino,Lake Katrina,Monoparental,Otros familiares,1,Desempleado,Secundaria,4,No,No,Sí,Sí,No,No,No,Sí,No,Sí,No,Impulsivo,No,Con otras personas,10,Sí
13,2021-12-05,Otro,Johnsonbury,Extendida,Padres,5,Empresario,Primaria,4,No,No,No,No,Sí,No,No,No,No,No,No,Premeditado,Sí,Solo,10,Sí
10,2013-03-03,Otro,North Antonio,Extendida,Abuelos,7,Empresario,Primaria,4,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,No,Premeditado,Sí,Solo,14,No
5,2011-02-24,Masculino,Josephstad,Nuclear,Tios,5,Desempleado,Técnico,7,No,No,No,Sí,Sí,No,Sí,No,No,Sí,Sí,Impulsivo,Sí,Con otras personas,6,Sí
1,2022-02-03,Femenino,Hamptonside,Monoparental,Abuelos,5,Profesional,Universitario,6,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Premeditado,Sí,Solo,14,Sí
13,2012-07-22,Masculino,Jenniferfort,Nuclear,Hermanos,4,Empleado público,Primaria,7,Sí,No,Sí,No,No,No,No,No,Sí,Sí,No,Premeditado,No,Solo,10,Sí
13,2018-07-31,Otro,East Ryan,Nuclear,Padres,1,Profesional,Universitario,5,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Premeditado,No,Con otras personas,9,Sí
6,2014-11-16,Femenino,New Holly,Monoparental,Otros familiares,4,Desempleado,Secundaria,4,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Premeditado,No,Solo,10,Sí
9,2012-07-26,Otro,West Jessica,Monoparental,Padres,7,Empresario,Secundaria,2,No,No,Sí,No,No,Sí,No,No,Sí,No,Sí,Impulsivo,No,Solo,6,No
16,2009-03-04,Masculino,South Brittanyside,Extendida,Otros familiares,5,Profesor,Primaria,7,Sí,No,Sí,Sí,No,No,Sí,Sí,No,No,Sí,Premeditado,Sí,Solo,11,Sí
14,2021-12-05,Femenino,Port Roy,Extendida,Hermanos,1,Obrero,Primaria,3,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Premeditado,No,Solo,11,No
2,2006-06-17,Otro,Josephside,Monoparental,Padres,1,Profesional,Técnico,8,No,Sí,No,No,No,No,No,No,Sí,No,No,Impulsivo,Sí,Solo,14,Sí
15,2016-09-14,Masculino,Dominguezshire,Nuclear,Tios,6,Desempleado,Técnico,4,No,Sí,No,Sí,No,No,No,Sí,No,Sí,No,Premeditado,No,Solo,6,Sí
6,2023-01-10,Otro,Patriciahaven,Extendida,Tios,1,Profesor,Secundaria,5,Sí,No,Sí,No,Sí,Sí,No,Sí,No,Sí,No,Impulsivo,Sí,Solo,10,Sí
5,2007-07-25,Masculino,Thomashaven,Monoparental,Hermanos,3,Desempleado,Secundaria,3,No,No,No,No,Sí,No,No,Sí,No,Sí,Sí,Premeditado,Sí,Solo,13,No
7,2020-06-16,Otro,Hallside,Monoparental,Abuelos,5,Desempleado,Técnico,4,No,Sí,No,Sí,No,No,Sí,No,Sí,Sí,No,Impulsivo,Sí,Solo,10,No
9,2013-04-13,Otro,Harrismouth,Nuclear,Tios,4,Empleado público,Secundaria,8,No,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Impulsivo,No,Solo,11,Sí
1,2016-06-07,Masculino,North Tara,Nuclear,Padres,6,Empleado público,Secundaria,7,Sí,No,Sí,Sí,Sí,No,Sí,No,No,No,Sí,Impulsivo,No,Solo,13,Sí
10,2012-10-07,Otro,Donnatown,Monoparental,Otros familiares,2,Desempleado,Secundaria,3,Sí,No,No,Sí,No,No,No,Sí,No,Sí,Sí,Premeditado,Sí,Con otras personas,7,No
16,2015-04-29,Otro,South Kevin,Extendida,Otros familiares,7,Profesional,Primaria,3,Sí,Sí,No,Sí,No,No,No,Sí,No,Sí,No,Impulsivo,No,Solo,11,No
6,2013-04-03,Masculino,Port Justinberg,Nuclear,Padres,5,Desempleado,Secundaria,5,No,Sí,No,No,Sí,Sí,No,No,No,No,Sí,Premeditado,No,Con otras personas,11,Sí
17,2021-04-20,Femenino,Juliaside,Monoparental,Abuelos,5,Empresario,Universitario,1,No,No,No,Sí,Sí,No,Sí,Sí,No,No,No,Premeditado,No,Solo,10,No
1,2022-09-28,Femenino,West Scotthaven,Monoparental,Tios,7,Obrero,Técnico,7,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Premeditado,Sí,Con otras personas,13,No
12,2019-05-01,Femenino,West Savannah,Monoparental,Padres,7,Profesor,Técnico,2,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Impulsivo,Sí,Con otras personas,13,No
15,2010-10-09,Otro,Jonesfurt,Extendida,Abuelos,6,Profesional,Primaria,5,Sí,Sí,No,Sí,No,No,No,No,No,Sí,No,Premeditado,No,Con otras personas,8,Sí
14,2023-04-13,Otro,East Krystalchester,Nuclear,Hermanos,4,Desempleado,Universitario,2,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Impulsivo,Sí,Solo,11,Sí
9,2021-07-22,Femenino,Lake Deborah,Extendida,Otros familiares,2,Profesional,Secundaria,8,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Premeditado,Sí,Solo,10,No
3,2012-03-03,Femenino,Maldonadoport,Nuclear,Abuelos,5,Empresario,Secundaria,2,No,No,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Impulsivo,No,Solo,13,No
6,2019-06-19,Otro,Port Tracyfort,Extendida,Otros familiares,7,Profesor,Primaria,7,No,Sí,Sí,No,No,No,No,Sí,No,Sí,No,Impulsivo,Sí,Solo,10,Sí
12,2019-03-20,Femenino,West Susanport,Nuclear,Abuelos,1,Profesional,Universitario,5,Sí,No,No,Sí,No,No,No,Sí,Sí,No,Sí,Premeditado,No,Solo,12,No
16,2008-04-24,Femenino,South Jerry,Extendida,Tios,1,Obrero,Técnico,9,Sí,No,No,No,No,No,Sí,No,No,Sí,Sí,Impulsivo,No,Con otras personas,8,No
11,2022-12-14,Femenino,Jamesborough,Extendida,Padres,6,Empleado público,Universitario,4,No,No,No,Sí,No,Sí,Sí,No,No,Sí,No,Impulsivo,Sí,Solo,7,Sí
1,2018-05-06,Otro,Jeremyport,Nuclear,Abuelos,3,Desempleado,Secundaria,5,No,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,Premeditado,No,Con otras personas,9,No
6,2008-07-11,Otro,Barronland,Nuclear,Abuelos,7,Desempleado,Primaria,6,No,No,Sí,No,No,Sí,No,No,Sí,No,No,Premeditado,No,Con otras personas,10,Sí
1,2020-06-25,Femenino,Ramirezhaven,Monoparental,Otros familiares,7,Profesional,Secundaria,7,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Premeditado,No,Solo,6,Sí
5,2018-09-11,Femenino,Lake Deanna,Monoparental,Otros familiares,3,Empleado público,Técnico,1,No,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Impulsivo,Sí,Con otras personas,10,No
2,2018-05-02,Femenino,New Heather,Nuclear,Padres,4,Empresario,Universitario,6,Sí,No,No,No,No,Sí,Sí,No,Sí,No,No,Impulsivo,No,Solo,11,Sí
4,2013-05-29,Femenino,Williamborough,Extendida,Otros familiares,2,Profesional,Universitario,5,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Premeditado,Sí,Solo,8,Sí
7,2019-03-12,Otro,Debrachester,Extendida,Abuelos,2,Profesional,Técnico,2,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,No,Sí,Impulsivo,No,Con otras personas,6,No
17,2012-08-05,Masculino,Bishopview,Nuclear,Padres,4,Empresario,Técnico,3,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Premeditado,Sí,Con otras personas,10,No
6,2009-04-06,Femenino,Georgehaven,Monoparental,Tios,1,Desempleado,Primaria,4,No,No,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Premeditado,No,Solo,11,No
12,2011-04-24,Masculino,Port Brianview,Extendida,Padres,1,Profesor,Universitario,1,No,Sí,No,No,Sí,No,No,No,No,Sí,No,Premeditado,No,Solo,8,Sí
7,2018-11-08,Femenino,Andremouth,Monoparental,Abuelos,4,Desempleado,Primaria,3,No,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Impulsivo,Sí,Con otras personas,7,Sí
17,2008-07-02,Masculino,Brucetown,Extendida,Tios,4,Desempleado,Secundaria,4,No,Sí,No,Sí,Sí,No,No,No,Sí,No,No,Impulsivo,No,Solo,7,Sí
8,2013-09-11,Otro,Christinashire,Nuclear,Otros familiares,2,Obrero,Secundaria,2,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Impulsivo,Sí,Con otras personas,12,No
6,2007-07-02,Otro,West John,Extendida,Abuelos,2,Profesional,Universitario,5,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Premeditado,Sí,Con otras personas,10,Sí
6,2009-12-30,Masculino,Aprilstad,Monoparental,Otros familiares,4,Profesor,Universitario,9,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Premeditado,No,Solo,12,No
16,2021-10-23,Femenino,Ginaborough,Nuclear,Tios,3,Empresario,Secundaria,1,No,No,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Impulsivo,Sí,Con otras personas,12,No
14,2013-03-04,Otro,Sheltonside,Nuclear,Abuelos,7,Obrero,Primaria,3,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Impulsivo,No,Con otras personas,7,Sí
11,2013-03-23,Masculino,Petersonburgh,Nuclear,Padres,2,Obrero,Secundaria,8,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Impulsivo,No,Solo,13,Sí
4,2021-12-20,Otro,Lake Preston,Extendida,Hermanos,5,Desempleado,Primaria,9,Sí,No,No,No,Sí,Sí,No,Sí,No,Sí,Sí,Impulsivo,Sí,Con otras personas,7,Sí
4,2009-04-11,Femenino,Lorishire,Monoparental,Abuelos,1,Profesor,Primaria,8,Sí,No,No,Sí,No,No,No,No,No,No,No,Impulsivo,Sí,Con otras personas,8,Sí
2,2017-09-07,Femenino,North Sarahville,Extendida,Tios,7,Empresario,Técnico,4,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Premeditado,Sí,Solo,6,No
12,2009-03-19,Masculino,New Stephen,Nuclear,Hermanos,6,Empleado público,Universitario,2,Sí,Sí,No,No,No,Sí,No,No,Sí,No,Sí,Impulsivo,Sí,Con otras personas,11,Sí
13,2020-08-23,Otro,Catherinestad,Extendida,Tios,5,Profesor,Primaria,1,No,No,No,Sí,Sí,No,No,No,Sí,No,No,Impulsivo,Sí,Con otras personas,9,No
4,2013-05-11,Otro,Hollystad,Extendida,Tios,5,Empleado público,Universitario,5,No,No,No,No,Sí,No,Sí,Sí,No,Sí,Sí,Impulsivo,Sí,Solo,7,Sí
15,2023-01-26,Femenino,Brownton,Extendida,Abuelos,6,Profesor,Técnico,1,No,No,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Impulsivo,No,Con otras personas,10,No
11,2009-01-16,Otro,Timothyborough,Nuclear,Padres,5,Profesional,Técnico,8,Sí,No,No,No,Sí,No,Sí,No,No,No,Sí,Impulsivo,No,Con otras personas,12,Sí
14,2007-04-28,Masculino,Sawyerchester,Nuclear,Padres,3,Desempleado,Técnico,7,No,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,Impulsivo,Sí,Con otras personas,7,No
